"Dataset","Tissue","Species","Method","Replicate","RefinementSelector","RefinementBudgetK","Bin","BinLower","BinUpper","N","Coverage","MeanConfidence","Accuracy","AbsCalibrationError"
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,6,0.5,0.6,1,0.0625,0.522,0,0.522
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,8,0.7,0.8,4,0.25,0.77,0.75,0.02
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,9,0.8,0.9,7,0.4375,0.848428571428571,0.571428571428571,0.277
"ZeiselBrain","Brain","Mouse","DeepSeekCell-Calibrated",1,"none",0,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,6,0.5,0.6,1,0.0625,0.522,0,0.522
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,8,0.7,0.8,3,0.1875,0.787,1,0.213
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,9,0.8,0.9,8,0.5,0.850375,0.625,0.225375
"ZeiselBrain","Brain","Mouse","DeepSeekCell-SelfRefined",1,"evidence-k",1,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,6,0.5,0.6,1,0.0625,0.522,0,0.522
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,8,0.7,0.8,4,0.25,0.77,0.75,0.02
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,9,0.8,0.9,7,0.4375,0.848428571428571,0.571428571428571,0.277
"ZeiselBrain","Brain","Mouse","DeepSeekCell-RandomK",1,"random-k",1,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,7,0.6,0.7,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,8,0.7,0.8,5,0.3125,0.7606,0.6,0.1606
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,9,0.8,0.9,7,0.4375,0.848428571428571,0.571428571428571,0.277
"ZeiselBrain","Brain","Mouse","DeepSeekCell-ConfidenceK",1,"confidence-k",1,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,1,0,0.1,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,2,0.1,0.2,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,3,0.2,0.3,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,4,0.3,0.4,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,5,0.4,0.5,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,6,0.5,0.6,0,0,NA,NA,NA
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,7,0.6,0.7,1,0.0625,0.605,0,0.605
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,8,0.7,0.8,4,0.25,0.77,0.75,0.02
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,9,0.8,0.9,7,0.4375,0.848428571428571,0.571428571428571,0.277
"ZeiselBrain","Brain","Mouse","DeepSeekCell-FullRefined",1,"full",16,10,0.9,1,4,0.25,0.94075,1,0.05925
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,5,0.4,0.5,17,1,0.5,0,0.5
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeek-Plain",1,"none",0,10,0.9,1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,5,0.4,0.5,17,1,0.5,0,0.5
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Evidence",1,"none",0,10,0.9,1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,4,0.3,0.4,6,0.352941176470588,0.372,0,0.372
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,5,0.4,0.5,6,0.352941176470588,0.41,0,0.41
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,6,0.5,0.6,5,0.294117647058824,0.535,0,0.535
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-Calibrated",1,"none",0,10,0.9,1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,5,0.4,0.5,6,0.352941176470588,0.41,0,0.41
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,6,0.5,0.6,5,0.294117647058824,0.535,0,0.535
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,8,0.7,0.8,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,9,0.8,0.9,3,0.176470588235294,0.856333333333333,0.666666666666667,0.189666666666667
"ZilionisLung","Lung","Human","DeepSeekCell-SelfRefined",1,"evidence-k",6,10,0.9,1,3,0.176470588235294,0.911666666666667,1,0.0883333333333333
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,4,0.3,0.4,3,0.176470588235294,0.372,0,0.372
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,5,0.4,0.5,5,0.294117647058824,0.41,0,0.41
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,6,0.5,0.6,3,0.176470588235294,0.535,0,0.535
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,7,0.6,0.7,2,0.117647058823529,0.7,0,0.7
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,8,0.7,0.8,1,0.0588235294117647,0.781,1,0.219
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,9,0.8,0.9,1,0.0588235294117647,0.823,0,0.823
"ZilionisLung","Lung","Human","DeepSeekCell-RandomK",1,"random-k",6,10,0.9,1,2,0.117647058823529,0.9145,1,0.0854999999999999
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,4,0.3,0.4,5,0.294117647058824,0.372,0,0.372
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,5,0.4,0.5,4,0.235294117647059,0.41,0,0.41
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,6,0.5,0.6,2,0.117647058823529,0.535,0,0.535
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,7,0.6,0.7,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,8,0.7,0.8,1,0.0588235294117647,0.798,0,0.798
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,9,0.8,0.9,4,0.235294117647059,0.81675,0.75,0.06675
"ZilionisLung","Lung","Human","DeepSeekCell-ConfidenceK",1,"confidence-k",6,10,0.9,1,1,0.0588235294117647,0.941,1,0.0590000000000001
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,1,0,0.1,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,2,0.1,0.2,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,3,0.2,0.3,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,4,0.3,0.4,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,5,0.4,0.5,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,6,0.5,0.6,0,0,NA,NA,NA
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,7,0.6,0.7,1,0.0588235294117647,0.698,1,0.302
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,8,0.7,0.8,2,0.117647058823529,0.798,0.5,0.298
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,9,0.8,0.9,11,0.647058823529412,0.834090909090909,0.545454545454545,0.288636363636364
"ZilionisLung","Lung","Human","DeepSeekCell-FullRefined",1,"full",17,10,0.9,1,3,0.176470588235294,0.941,1,0.0590000000000001
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeek-Plain",2,"none",0,10,0.9,1,8,1,0.95,1,0.05
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,8,0.7,0.8,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,9,0.8,0.9,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Evidence",2,"none",0,10,0.9,1,8,1,0.95,1,0.05
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,8,0.7,0.8,1,0.125,0.774,1,0.226
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,9,0.8,0.9,7,0.875,0.869571428571429,1,0.130428571428571
"PBMC","PBMC","Human","DeepSeekCell-Calibrated",2,"none",0,10,0.9,1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,8,0.7,0.8,1,0.125,0.774,1,0.226
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,9,0.8,0.9,7,0.875,0.869571428571429,1,0.130428571428571
"PBMC","PBMC","Human","DeepSeekCell-SelfRefined",2,"evidence-k",0,10,0.9,1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,8,0.7,0.8,1,0.125,0.774,1,0.226
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,9,0.8,0.9,7,0.875,0.869571428571429,1,0.130428571428571
"PBMC","PBMC","Human","DeepSeekCell-RandomK",2,"random-k",0,10,0.9,1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,8,0.7,0.8,1,0.125,0.774,1,0.226
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,9,0.8,0.9,7,0.875,0.869571428571429,1,0.130428571428571
"PBMC","PBMC","Human","DeepSeekCell-ConfidenceK",2,"confidence-k",0,10,0.9,1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,1,0,0.1,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,2,0.1,0.2,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,3,0.2,0.3,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,4,0.3,0.4,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,5,0.4,0.5,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,6,0.5,0.6,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,7,0.6,0.7,0,0,NA,NA,NA
"PBMC","PBMC","Human","DeepSeekCell-FullRefined",2,"full",8,8,0.7,0.8,1,0.125,0.774,1,0.226
